image,bbox
1764,"[np.float64(359.53), np.float64(183.71), np.float64(405.72), np.float64(213.78)]"
1764,"[np.float64(274.46), np.float64(186.36), np.float64(323.7), np.float64(214.15)]"
7114,"[np.float64(580.93), np.float64(174.42), np.float64(716.74), np.float64(302.67)]"
7114,"[np.float64(890.79), np.float64(166.29), np.float64(1195.1), np.float64(374.0)]"
7114,"[np.float64(701.85), np.float64(170.52), np.float64(812.02), np.float64(219.36)]"
7114,"[np.float64(142.33), np.float64(191.81), np.float64(285.36), np.float64(251.6)]"
7114,"[np.float64(374.52), np.float64(180.92), np.float64(439.93), np.float64(212.83)]"
7114,"[np.float64(416.86), np.float64(174.12), np.float64(461.95), np.float64(207.27)]"
7114,"[np.float64(268.51), np.float64(178.32), np.float64(337.94), np.float64(211.08)]"
4228,"[np.float64(702.51), np.float64(189.99), np.float64(829.43), np.float64(286.06)]"
4228,"[np.float64(526.33), np.float64(181.2), np.float64(572.49), np.float64(220.74)]"
4228,"[np.float64(658.87), np.float64(184.97), np.float64(716.35), np.float64(231.35)]"
5936,"[np.float64(711.45), np.float64(158.7), np.float64(852.13), np.float64(208.8)]"
5936,"[np.float64(987.45), np.float64(146.73), np.float64(1080.68), np.float64(175.62)]"
5936,"[np.float64(506.78), np.float64(175.36), np.float64(548.51), np.float64(209.0)]"
5936,"[np.float64(871.62), np.float64(150.6), np.float64(913.03), np.float64(176.01)]"
6707,"[np.float64(722.06), np.float64(181.69), np.float64(932.98), np.float64(295.6)]"
6707,"[np.float64(570.31), np.float64(151.78), np.float64(777.69), np.float64(274.87)]"
6707,"[np.float64(1071.25), np.float64(156.74), np.float64(1183.71), np.float64(238.21)]"
6707,"[np.float64(397.41), np.float64(182.49), np.float64(587.21), np.float64(255.55)]"
6707,"[np.float64(328.29), np.float64(188.58), np.float64(461.89), np.float64(243.4)]"
6707,"[np.float64(26.87), np.float64(198.15), np.float64(131.99), np.float64(246.3)]"
2796,"[np.float64(565.51), np.float64(184.1), np.float64(703.03), np.float64(307.96)]"
5296,"[np.float64(489.95), np.float64(190.56), np.float64(549.01), np.float64(232.6)]"
882,"[np.float64(582.63), np.float64(170.52), np.float64(619.14), np.float64(205.26)]"
882,"[np.float64(747.83), np.float64(173.05), np.float64(960.34), np.float64(337.63)]"
882,"[np.float64(662.2), np.float64(164.15), np.float64(719.54), np.float64(215.54)]"
882,"[np.float64(222.25), np.float64(182.21), np.float64(357.98), np.float64(250.98)]"
6286,"[np.float64(588.41), np.float64(171.5), np.float64(615.45), np.float64(198.23)]"
6286,"[np.float64(66.35), np.float64(180.65), np.float64(258.15), np.float64(274.54)]"
6286,"[np.float64(543.82), np.float64(172.08), np.float64(570.8), np.float64(197.71)]"
1553,"[np.float64(303.06), np.float64(186.3), np.float64(433.58), np.float64(264.56)]"
1553,"[np.float64(400.8), np.float64(176.94), np.float64(475.31), np.float64(229.53)]"
3244,"[np.float64(174.08), np.float64(173.81), np.float64(243.86), np.float64(205.31)]"
3244,"[np.float64(242.76), np.float64(170.66), np.float64(298.76), np.float64(199.1)]"
3244,"[np.float64(585.28), np.float64(171.8), np.float64(640.5), np.float64(226.83)]"
4362,"[np.float64(493.01), np.float64(173.22), np.float64(544.17), np.float64(210.86)]"
4362,"[np.float64(925.04), np.float64(147.4), np.float64(1005.65), np.float64(172.43)]"
4896,"[np.float64(158.03), np.float64(163.54), np.float64(330.54), np.float64(236.69)]"
4896,"[np.float64(465.77), np.float64(175.14), np.float64(509.31), np.float64(204.52)]"
4203,"[np.float64(427.52), np.float64(188.08), np.float64(512.98), np.float64(269.27)]"
7264,"[np.float64(436.59), np.float64(184.07), np.float64(504.39), np.float64(234.19)]"
7264,"[np.float64(539.12), np.float64(180.51), np.float64(586.86), np.float64(220.71)]"
6692,"[np.float64(783.85), np.float64(183.61), np.float64(1191.78), np.float64(374.0)]"
6692,"[np.float64(359.76), np.float64(184.94), np.float64(485.88), np.float64(263.37)]"
6692,"[np.float64(687.18), np.float64(177.95), np.float64(796.36), np.float64(259.75)]"
6692,"[np.float64(647.97), np.float64(176.22), np.float64(706.11), np.float64(222.04)]"
2882,"[np.float64(499.73), np.float64(185.21), np.float64(554.13), np.float64(224.07)]"
1070,"[np.float64(470.9), np.float64(164.72), np.float64(535.47), np.float64(221.69)]"
6096,"[np.float64(683.13), np.float64(190.22), np.float64(819.33), np.float64(243.93)]"
6767,"[np.float64(452.89), np.float64(185.13), np.float64(506.66), np.float64(232.45)]"
6767,"[np.float64(473.5), np.float64(183.3), np.float64(522.45), np.float64(220.43)]"
6767,"[np.float64(168.53), np.float64(178.83), np.float64(362.03), np.float64(249.42)]"
6356,"[np.float64(0.0), np.float64(182.02), np.float64(318.09), np.float64(304.67)]"
6356,"[np.float64(188.0), np.float64(163.67), np.float64(407.79), np.float64(261.76)]"
6356,"[np.float64(709.7), np.float64(187.29), np.float64(870.37), np.float64(296.71)]"
6356,"[np.float64(659.93), np.float64(178.76), np.float64(733.32), np.float64(237.36)]"
6635,"[np.float64(86.82), np.float64(170.56), np.float64(181.52), np.float64(211.31)]"
6635,"[np.float64(189.16), np.float64(173.29), np.float64(249.57), np.float64(203.15)]"
6635,"[np.float64(578.03), np.float64(169.55), np.float64(636.09), np.float64(227.43)]"
2647,"[np.float64(407.26), np.float64(190.18), np.float64(601.82), np.float64(292.78)]"
2647,"[np.float64(296.6), np.float64(190.6), np.float64(527.39), np.float64(288.78)]"
2647,"[np.float64(73.33), np.float64(195.1), np.float64(291.12), np.float64(272.49)]"
3667,"[np.float64(537.19), np.float64(158.16), np.float64(583.83), np.float64(207.6)]"
136,"[np.float64(646.14), np.float64(165.53), np.float64(700.16), np.float64(204.94)]"
136,"[np.float64(364.88), np.float64(195.67), np.float64(436.25), np.float64(239.33)]"
136,"[np.float64(863.55), np.float64(164.04), np.float64(1030.47), np.float64(214.25)]"
136,"[np.float64(689.44), np.float64(163.46), np.float64(724.52), np.float64(190.31)]"
7393,"[np.float64(595.12), np.float64(185.32), np.float64(658.72), np.float64(237.83)]"
7393,"[np.float64(368.22), np.float64(179.27), np.float64(508.74), np.float64(252.56)]"
7393,"[np.float64(472.25), np.float64(179.43), np.float64(562.42), np.float64(215.36)]"
7393,"[np.float64(780.33), np.float64(196.13), np.float64(972.37), np.float64(305.49)]"
7393,"[np.float64(723.76), np.float64(178.81), np.float64(828.68), np.float64(251.17)]"
7393,"[np.float64(681.69), np.float64(176.56), np.float64(729.75), np.float64(214.34)]"
3292,"[np.float64(567.1), np.float64(209.92), np.float64(599.86), np.float64(243.88)]"
820,"[np.float64(501.08), np.float64(179.43), np.float64(555.42), np.float64(218.61)]"
4330,"[np.float64(441.73), np.float64(172.1), np.float64(475.88), np.float64(199.74)]"
5100,"[np.float64(506.6), np.float64(184.1), np.float64(559.71), np.float64(223.71)]"
6424,"[np.float64(360.28), np.float64(167.24), np.float64(470.66), np.float64(255.07)]"
402,"[np.float64(383.59), np.float64(188.9), np.float64(506.24), np.float64(261.26)]"
7059,"[np.float64(250.8), np.float64(167.34), np.float64(477.22), np.float64(329.11)]"
7059,"[np.float64(438.55), np.float64(185.03), np.float64(537.78), np.float64(251.38)]"
7059,"[np.float64(637.65), np.float64(176.73), np.float64(679.73), np.float64(210.14)]"
2981,"[np.float64(584.37), np.float64(178.56), np.float64(621.7), np.float64(215.75)]"
5761,"[np.float64(73.07), np.float64(197.02), np.float64(413.61), np.float64(374.0)]"
5761,"[np.float64(290.77), np.float64(207.81), np.float64(468.65), np.float64(303.56)]"
5761,"[np.float64(706.41), np.float64(182.73), np.float64(873.89), np.float64(288.87)]"
5761,"[np.float64(463.76), np.float64(180.43), np.float64(527.49), np.float64(226.69)]"
5761,"[np.float64(661.55), np.float64(179.09), np.float64(720.05), np.float64(225.21)]"
7163,"[np.float64(746.99), np.float64(176.94), np.float64(911.63), np.float64(293.45)]"
7163,"[np.float64(235.35), np.float64(195.97), np.float64(385.45), np.float64(285.28)]"
7163,"[np.float64(468.39), np.float64(187.39), np.float64(508.92), np.float64(216.91)]"
7163,"[np.float64(643.76), np.float64(174.96), np.float64(679.51), np.float64(203.12)]"
7163,"[np.float64(241.16), np.float64(195.48), np.float64(303.16), np.float64(222.84)]"
2426,"[np.float64(809.04), np.float64(174.29), np.float64(894.57), np.float64(205.4)]"
1703,"[np.float64(529.6), np.float64(182.07), np.float64(563.56), np.float64(216.64)]"
4808,"[np.float64(579.86), np.float64(176.78), np.float64(628.27), np.float64(222.85)]"
4808,"[np.float64(793.7), np.float64(145.99), np.float64(1226.67), np.float64(374.0)]"
4808,"[np.float64(714.55), np.float64(175.21), np.float64(827.76), np.float64(262.25)]"
4808,"[np.float64(662.85), np.float64(173.12), np.float64(707.85), np.float64(212.76)]"
2801,"[np.float64(172.01), np.float64(174.55), np.float64(333.15), np.float64(241.48)]"
2801,"[np.float64(678.59), np.float64(160.55), np.float64(738.72), np.float64(203.48)]"
2801,"[np.float64(518.07), np.float64(176.3), np.float64(553.04), np.float64(209.84)]"
2751,"[np.float64(565.25), np.float64(193.54), np.float64(600.37), np.float64(226.43)]"
2751,"[np.float64(751.82), np.float64(186.07), np.float64(991.3), np.float64(264.82)]"
3592,"[np.float64(390.63), np.float64(189.55), np.float64(549.73), np.float64(291.02)]"
3592,"[np.float64(510.86), np.float64(184.11), np.float64(608.37), np.float64(250.18)]"
3592,"[np.float64(594.1), np.float64(184.93), np.float64(664.87), np.float64(231.83)]"
6560,"[np.float64(1046.86), np.float64(159.98), np.float64(1218.14), np.float64(271.58)]"
6560,"[np.float64(797.4), np.float64(176.11), np.float64(871.96), np.float64(232.43)]"
6560,"[np.float64(874.64), np.float64(170.93), np.float64(910.58), np.float64(203.27)]"
6560,"[np.float64(993.58), np.float64(161.13), np.float64(1042.91), np.float64(202.8)]"
4649,"[np.float64(601.07), np.float64(176.22), np.float64(628.67), np.float64(203.5)]"
4649,"[np.float64(349.87), np.float64(186.39), np.float64(412.7), np.float64(219.69)]"
964,"[np.float64(532.34), np.float64(174.48), np.float64(599.63), np.float64(226.55)]"
3584,"[np.float64(412.35), np.float64(195.22), np.float64(525.22), np.float64(277.11)]"
7354,"[np.float64(367.66), np.float64(183.82), np.float64(476.72), np.float64(215.55)]"
2382,"[np.float64(716.84), np.float64(160.88), np.float64(849.48), np.float64(259.44)]"
2382,"[np.float64(439.51), np.float64(178.7), np.float64(520.58), np.float64(239.77)]"
2382,"[np.float64(546.46), np.float64(168.6), np.float64(602.96), np.float64(209.88)]"
5727,"[np.float64(328.91), np.float64(188.19), np.float64(388.47), np.float64(218.89)]"
741,"[np.float64(559.98), np.float64(178.37), np.float64(621.66), np.float64(234.62)]"
741,"[np.float64(0.0), np.float64(195.19), np.float64(421.68), np.float64(375.0)]"
741,"[np.float64(372.11), np.float64(178.59), np.float64(504.2), np.float64(274.29)]"
741,"[np.float64(488.63), np.float64(178.59), np.float64(548.66), np.float64(226.59)]"
93,"[np.float64(722.86), np.float64(168.15), np.float64(812.89), np.float64(237.29)]"
93,"[np.float64(246.99), np.float64(194.92), np.float64(425.43), np.float64(297.77)]"
93,"[np.float64(359.29), np.float64(185.63), np.float64(479.38), np.float64(258.98)]"
93,"[np.float64(550.61), np.float64(176.8), np.float64(587.13), np.float64(202.37)]"
5875,"[np.float64(470.47), np.float64(175.29), np.float64(527.4), np.float64(209.79)]"
1594,"[np.float64(682.99), np.float64(184.25), np.float64(756.21), np.float64(242.35)]"
1594,"[np.float64(536.31), np.float64(178.36), np.float64(566.16), np.float64(208.44)]"
2295,"[np.float64(131.56), np.float64(186.47), np.float64(382.28), np.float64(333.39)]"
2295,"[np.float64(761.17), np.float64(181.84), np.float64(1056.23), np.float64(362.64)]"
2295,"[np.float64(394.31), np.float64(188.15), np.float64(482.34), np.float64(244.48)]"
2295,"[np.float64(454.52), np.float64(185.54), np.float64(513.25), np.float64(226.73)]"
2295,"[np.float64(577.17), np.float64(180.97), np.float64(618.33), np.float64(219.74)]"
6674,"[np.float64(459.01), np.float64(185.64), np.float64(508.14), np.float64(229.76)]"
6674,"[np.float64(475.43), np.float64(183.23), np.float64(521.19), np.float64(218.25)]"
6674,"[np.float64(202.73), np.float64(178.65), np.float64(377.0), np.float64(243.08)]"
2856,"[np.float64(545.73), np.float64(173.32), np.float64(581.15), np.float64(202.34)]"
4083,"[np.float64(598.38), np.float64(176.95), np.float64(629.7), np.float64(207.1)]"
4083,"[np.float64(111.51), np.float64(198.98), np.float64(236.48), np.float64(255.85)]"
4083,"[np.float64(370.16), np.float64(186.86), np.float64(417.06), np.float64(214.58)]"
1034,"[np.float64(197.07), np.float64(185.59), np.float64(367.72), np.float64(247.58)]"
1034,"[np.float64(375.91), np.float64(172.99), np.float64(478.9), np.float64(216.52)]"
3340,"[np.float64(139.08), np.float64(177.15), np.float64(214.5), np.float64(210.96)]"
3340,"[np.float64(575.29), np.float64(175.89), np.float64(614.51), np.float64(214.97)]"
3222,"[np.float64(112.83), np.float64(187.73), np.float64(220.84), np.float64(231.81)]"
44,"[np.float64(378.01), np.float64(183.98), np.float64(507.17), np.float64(276.44)]"
6259,"[np.float64(515.96), np.float64(183.0), np.float64(561.78), np.float64(211.54)]"
6259,"[np.float64(416.34), np.float64(185.42), np.float64(503.22), np.float64(214.76)]"
2845,"[np.float64(280.4), np.float64(180.57), np.float64(439.0), np.float64(233.86)]"
2845,"[np.float64(646.57), np.float64(170.1), np.float64(739.13), np.float64(242.43)]"
2845,"[np.float64(406.69), np.float64(185.51), np.float64(511.92), np.float64(262.12)]"
5758,"[np.float64(173.17), np.float64(168.39), np.float64(242.12), np.float64(203.13)]"
5758,"[np.float64(573.58), np.float64(171.83), np.float64(611.06), np.float64(209.18)]"
1757,"[np.float64(43.93), np.float64(207.96), np.float64(191.81), np.float64(269.93)]"
1757,"[np.float64(267.27), np.float64(188.15), np.float64(336.3), np.float64(226.49)]"
3424,"[np.float64(343.56), np.float64(183.43), np.float64(461.83), np.float64(222.7)]"
2913,"[np.float64(45.81), np.float64(181.81), np.float64(173.67), np.float64(232.37)]"
4885,"[np.float64(576.29), np.float64(176.96), np.float64(610.75), np.float64(208.38)]"
4885,"[np.float64(58.41), np.float64(195.56), np.float64(382.84), np.float64(367.67)]"
4885,"[np.float64(392.79), np.float64(186.17), np.float64(484.46), np.float64(245.78)]"
4885,"[np.float64(346.69), np.float64(179.07), np.float64(417.15), np.float64(224.24)]"
4885,"[np.float64(456.34), np.float64(183.12), np.float64(512.9), np.float64(221.27)]"
4885,"[np.float64(496.75), np.float64(184.39), np.float64(534.83), np.float64(211.33)]"
3507,"[np.float64(584.46), np.float64(173.54), np.float64(692.01), np.float64(275.14)]"
3507,"[np.float64(787.36), np.float64(169.67), np.float64(1015.79), np.float64(293.45)]"
3507,"[np.float64(689.4), np.float64(168.73), np.float64(785.81), np.float64(211.13)]"
3507,"[np.float64(4.32), np.float64(179.46), np.float64(212.82), np.float64(266.5)]"
3507,"[np.float64(222.32), np.float64(186.44), np.float64(332.61), np.float64(234.83)]"
3507,"[np.float64(396.6), np.float64(177.57), np.float64(451.6), np.float64(206.44)]"
3507,"[np.float64(431.18), np.float64(171.61), np.float64(471.73), np.float64(202.05)]"
3507,"[np.float64(300.1), np.float64(175.37), np.float64(360.3), np.float64(205.02)]"
3083,"[np.float64(243.07), np.float64(184.46), np.float64(415.94), np.float64(287.15)]"
3083,"[np.float64(337.25), np.float64(170.72), np.float64(465.14), np.float64(260.35)]"
5946,"[np.float64(855.35), np.float64(146.25), np.float64(1033.73), np.float64(305.02)]"
5946,"[np.float64(377.26), np.float64(178.71), np.float64(445.25), np.float64(218.95)]"
5946,"[np.float64(289.97), np.float64(164.39), np.float64(373.11), np.float64(219.61)]"
5946,"[np.float64(492.31), np.float64(169.44), np.float64(529.94), np.float64(200.08)]"
5946,"[np.float64(706.14), np.float64(168.08), np.float64(774.98), np.float64(206.77)]"
5946,"[np.float64(754.18), np.float64(166.8), np.float64(825.86), np.float64(207.87)]"
5946,"[np.float64(140.2), np.float64(181.84), np.float64(245.61), np.float64(223.8)]"
5946,"[np.float64(30.65), np.float64(191.11), np.float64(126.6), np.float64(229.92)]"
2787,"[np.float64(733.38), np.float64(136.2), np.float64(945.33), np.float64(272.19)]"
2787,"[np.float64(278.8), np.float64(188.44), np.float64(434.64), np.float64(291.61)]"
2787,"[np.float64(421.28), np.float64(185.27), np.float64(490.74), np.float64(234.56)]"
2787,"[np.float64(455.58), np.float64(172.48), np.float64(511.73), np.float64(219.43)]"
2787,"[np.float64(588.29), np.float64(169.6), np.float64(616.89), np.float64(195.28)]"
3467,"[np.float64(766.92), np.float64(192.71), np.float64(1125.01), np.float64(374.0)]"
7334,"[np.float64(338.86), np.float64(180.24), np.float64(420.62), np.float64(217.89)]"
7334,"[np.float64(702.09), np.float64(176.82), np.float64(733.47), np.float64(203.76)]"
6937,"[np.float64(506.38), np.float64(170.49), np.float64(565.15), np.float64(223.0)]"
6521,"[np.float64(678.43), np.float64(192.2), np.float64(787.25), np.float64(268.94)]"
7106,"[np.float64(260.81), np.float64(185.03), np.float64(419.79), np.float64(236.72)]"
1510,"[np.float64(669.41), np.float64(171.16), np.float64(732.52), np.float64(222.54)]"
1510,"[np.float64(719.28), np.float64(182.28), np.float64(821.79), np.float64(252.43)]"
1510,"[np.float64(868.9), np.float64(179.82), np.float64(1033.59), np.float64(254.84)]"
1510,"[np.float64(809.78), np.float64(175.2), np.float64(877.81), np.float64(202.99)]"
2171,"[np.float64(960.95), np.float64(180.9), np.float64(1069.25), np.float64(229.1)]"
2171,"[np.float64(1034.27), np.float64(183.18), np.float64(1155.26), np.float64(229.33)]"
2171,"[np.float64(601.65), np.float64(171.69), np.float64(637.74), np.float64(199.9)]"
6117,"[np.float64(149.89), np.float64(166.32), np.float64(447.34), np.float64(359.68)]"
6117,"[np.float64(714.44), np.float64(181.07), np.float64(825.49), np.float64(249.31)]"
6117,"[np.float64(429.78), np.float64(175.69), np.float64(528.76), np.float64(254.5)]"
6117,"[np.float64(683.88), np.float64(168.29), np.float64(769.06), np.float64(229.06)]"
5025,"[np.float64(582.77), np.float64(181.82), np.float64(656.79), np.float64(242.68)]"
5025,"[np.float64(194.47), np.float64(187.9), np.float64(286.98), np.float64(237.7)]"
5025,"[np.float64(255.35), np.float64(188.67), np.float64(370.23), np.float64(249.54)]"
6310,"[np.float64(588.92), np.float64(167.06), np.float64(650.63), np.float64(213.57)]"
6310,"[np.float64(240.56), np.float64(205.69), np.float64(328.61), np.float64(261.06)]"
6310,"[np.float64(962.8), np.float64(156.25), np.float64(1215.42), np.float64(234.7)]"
6310,"[np.float64(855.69), np.float64(157.89), np.float64(1064.93), np.float64(220.9)]"
6310,"[np.float64(636.73), np.float64(163.86), np.float64(674.96), np.float64(193.98)]"
483,"[np.float64(618.28), np.float64(175.23), np.float64(687.01), np.float64(239.9)]"
483,"[np.float64(819.32), np.float64(173.48), np.float64(1055.85), np.float64(300.28)]"
483,"[np.float64(23.58), np.float64(191.67), np.float64(335.55), np.float64(316.88)]"
483,"[np.float64(521.48), np.float64(171.38), np.float64(571.92), np.float64(208.69)]"
483,"[np.float64(411.36), np.float64(182.32), np.float64(488.84), np.float64(216.78)]"
483,"[np.float64(673.08), np.float64(170.65), np.float64(719.89), np.float64(196.26)]"
2788,"[np.float64(0.0), np.float64(187.1), np.float64(211.17), np.float64(311.78)]"
2788,"[np.float64(269.16), np.float64(186.41), np.float64(375.32), np.float64(242.6)]"
2788,"[np.float64(343.77), np.float64(185.28), np.float64(420.67), np.float64(228.41)]"
2788,"[np.float64(464.95), np.float64(178.58), np.float64(504.58), np.float64(204.61)]"
755,"[np.float64(597.81), np.float64(188.71), np.float64(678.2), np.float64(255.73)]"
755,"[np.float64(294.22), np.float64(184.15), np.float64(373.12), np.float64(225.81)]"
755,"[np.float64(452.09), np.float64(180.68), np.float64(538.88), np.float64(219.77)]"
4620,"[np.float64(295.14), np.float64(169.57), np.float64(487.45), np.float64(310.76)]"
4620,"[np.float64(449.03), np.float64(184.54), np.float64(540.34), np.float64(246.11)]"
4620,"[np.float64(634.94), np.float64(175.87), np.float64(676.61), np.float64(208.05)]"
4706,"[np.float64(331.3), np.float64(184.23), np.float64(392.69), np.float64(214.0)]"
6059,"[np.float64(501.11), np.float64(171.51), np.float64(548.69), np.float64(210.92)]"
6059,"[np.float64(585.55), np.float64(175.66), np.float64(622.69), np.float64(212.66)]"
5314,"[np.float64(587.37), np.float64(182.63), np.float64(654.58), np.float64(237.67)]"
5314,"[np.float64(173.24), np.float64(172.05), np.float64(400.7), np.float64(306.98)]"
5314,"[np.float64(715.34), np.float64(184.47), np.float64(810.2), np.float64(244.18)]"
5314,"[np.float64(690.11), np.float64(173.14), np.float64(756.9), np.float64(223.2)]"
7399,"[np.float64(340.09), np.float64(181.95), np.float64(457.46), np.float64(245.91)]"
1916,"[np.float64(373.55), np.float64(188.05), np.float64(505.96), np.float64(281.8)]"
1916,"[np.float64(668.01), np.float64(179.57), np.float64(750.54), np.float64(241.38)]"
1916,"[np.float64(342.11), np.float64(186.98), np.float64(422.71), np.float64(216.34)]"
1916,"[np.float64(234.21), np.float64(187.75), np.float64(324.94), np.float64(218.4)]"
127,"[np.float64(753.11), np.float64(181.68), np.float64(905.69), np.float64(276.03)]"
127,"[np.float64(604.67), np.float64(172.92), np.float64(676.57), np.float64(198.0)]"
127,"[np.float64(796.34), np.float64(166.68), np.float64(866.86), np.float64(192.88)]"
127,"[np.float64(962.32), np.float64(163.86), np.float64(1054.59), np.float64(189.16)]"
127,"[np.float64(381.05), np.float64(178.82), np.float64(444.59), np.float64(204.89)]"
6185,"[np.float64(463.13), np.float64(183.74), np.float64(561.1), np.float64(253.8)]"
6185,"[np.float64(578.75), np.float64(176.49), np.float64(620.38), np.float64(209.26)]"
6884,"[np.float64(577.69), np.float64(183.0), np.float64(604.98), np.float64(210.18)]"
2303,"[np.float64(445.69), np.float64(179.26), np.float64(512.4), np.float64(236.18)]"
2303,"[np.float64(620.87), np.float64(180.53), np.float64(654.81), np.float64(210.49)]"
2303,"[np.float64(694.02), np.float64(180.95), np.float64(835.27), np.float64(280.61)]"
949,"[np.float64(73.24), np.float64(186.87), np.float64(231.16), np.float64(246.07)]"
3876,"[np.float64(562.43), np.float64(175.49), np.float64(677.92), np.float64(284.63)]"
3876,"[np.float64(898.21), np.float64(177.28), np.float64(1181.2), np.float64(352.34)]"
2988,"[np.float64(598.91), np.float64(175.41), np.float64(626.99), np.float64(203.16)]"
2988,"[np.float64(34.19), np.float64(195.51), np.float64(238.79), np.float64(287.34)]"
2988,"[np.float64(423.92), np.float64(182.65), np.float64(467.48), np.float64(211.42)]"
1555,"[np.float64(612.29), np.float64(173.8), np.float64(661.58), np.float64(223.27)]"
1555,"[np.float64(379.71), np.float64(188.91), np.float64(487.14), np.float64(256.15)]"
1555,"[np.float64(486.66), np.float64(177.24), np.float64(537.9), np.float64(212.37)]"
814,"[np.float64(594.41), np.float64(177.91), np.float64(636.79), np.float64(217.99)]"
814,"[np.float64(124.1), np.float64(183.5), np.float64(282.16), np.float64(251.9)]"
814,"[np.float64(749.85), np.float64(172.46), np.float64(906.95), np.float64(255.49)]"
6890,"[np.float64(499.64), np.float64(183.66), np.float64(551.68), np.float64(222.36)]"
4409,"[np.float64(836.84), np.float64(161.91), np.float64(1061.76), np.float64(275.23)]"
4409,"[np.float64(306.91), np.float64(186.34), np.float64(471.68), np.float64(292.58)]"
4409,"[np.float64(440.72), np.float64(187.84), np.float64(525.97), np.float64(250.07)]"
4409,"[np.float64(479.32), np.float64(184.48), np.float64(546.68), np.float64(233.39)]"
4409,"[np.float64(667.67), np.float64(177.42), np.float64(729.03), np.float64(230.75)]"
4409,"[np.float64(684.99), np.float64(178.86), np.float64(752.99), np.float64(221.18)]"
4409,"[np.float64(722.77), np.float64(173.61), np.float64(793.15), np.float64(212.63)]"
3888,"[np.float64(485.34), np.float64(178.46), np.float64(531.98), np.float64(216.58)]"
6768,"[np.float64(546.09), np.float64(168.24), np.float64(599.73), np.float64(216.52)]"
135,"[np.float64(367.12), np.float64(194.76), np.float64(448.12), np.float64(247.49)]"
135,"[np.float64(662.42), np.float64(175.11), np.float64(723.54), np.float64(221.0)]"
135,"[np.float64(417.0), np.float64(191.29), np.float64(481.28), np.float64(231.62)]"
135,"[np.float64(464.11), np.float64(181.39), np.float64(511.04), np.float64(218.54)]"
135,"[np.float64(36.81), np.float64(203.44), np.float64(157.31), np.float64(247.33)]"
6913,"[np.float64(599.6), np.float64(176.37), np.float64(630.47), np.float64(206.08)]"
6913,"[np.float64(281.71), np.float64(189.24), np.float64(353.94), np.float64(227.89)]"
6149,"[np.float64(608.02), np.float64(169.6), np.float64(667.11), np.float64(213.39)]"
6149,"[np.float64(285.29), np.float64(205.27), np.float64(367.12), np.float64(256.6)]"
6149,"[np.float64(949.31), np.float64(162.02), np.float64(1176.05), np.float64(232.85)]"
6149,"[np.float64(854.19), np.float64(162.5), np.float64(1046.62), np.float64(220.39)]"
6149,"[np.float64(654.0), np.float64(164.92), np.float64(690.99), np.float64(193.84)]"
2518,"[np.float64(417.4), np.float64(181.38), np.float64(498.76), np.float64(242.92)]"
3531,"[np.float64(113.62), np.float64(199.73), np.float64(357.75), np.float64(316.21)]"
3531,"[np.float64(743.5), np.float64(177.64), np.float64(925.37), np.float64(301.01)]"
3531,"[np.float64(313.35), np.float64(191.11), np.float64(425.46), np.float64(262.74)]"
3531,"[np.float64(690.67), np.float64(180.99), np.float64(773.34), np.float64(236.34)]"
3531,"[np.float64(420.98), np.float64(186.09), np.float64(494.89), np.float64(231.09)]"
3531,"[np.float64(492.51), np.float64(180.06), np.float64(528.92), np.float64(208.7)]"
3531,"[np.float64(653.84), np.float64(177.61), np.float64(697.61), np.float64(210.39)]"
7277,"[np.float64(179.72), np.float64(182.04), np.float64(413.81), np.float64(321.05)]"
7277,"[np.float64(429.88), np.float64(181.41), np.float64(499.82), np.float64(232.66)]"
7277,"[np.float64(491.89), np.float64(182.21), np.float64(532.91), np.float64(210.09)]"
7277,"[np.float64(664.46), np.float64(173.89), np.float64(738.05), np.float64(233.13)]"
869,"[np.float64(631.03), np.float64(165.12), np.float64(671.4), np.float64(197.23)]"
869,"[np.float64(560.38), np.float64(169.5), np.float64(599.35), np.float64(204.15)]"
1123,"[np.float64(320.21), np.float64(183.0), np.float64(444.13), np.float64(264.85)]"
1123,"[np.float64(455.24), np.float64(182.79), np.float64(511.27), np.float64(218.57)]"
1123,"[np.float64(695.01), np.float64(172.95), np.float64(833.99), np.float64(278.07)]"
5239,"[np.float64(571.11), np.float64(184.44), np.float64(640.32), np.float64(250.76)]"
5354,"[np.float64(570.83), np.float64(182.19), np.float64(628.0), np.float64(228.04)]"
5354,"[np.float64(255.44), np.float64(179.16), np.float64(443.33), np.float64(270.94)]"
5354,"[np.float64(426.01), np.float64(173.91), np.float64(528.91), np.float64(216.18)]"
5354,"[np.float64(711.85), np.float64(183.48), np.float64(822.18), np.float64(253.64)]"
3287,"[np.float64(509.79), np.float64(156.85), np.float64(745.34), np.float64(251.17)]"
3287,"[np.float64(193.84), np.float64(146.64), np.float64(470.71), np.float64(252.6)]"
6851,"[np.float64(535.81), np.float64(179.18), np.float64(565.41), np.float64(205.03)]"
6851,"[np.float64(584.39), np.float64(177.98), np.float64(621.66), np.float64(215.11)]"
5788,"[np.float64(688.59), np.float64(183.2), np.float64(719.38), np.float64(208.7)]"
5788,"[np.float64(107.57), np.float64(194.69), np.float64(332.42), np.float64(305.08)]"
5788,"[np.float64(279.47), np.float64(176.19), np.float64(424.55), np.float64(268.22)]"
5788,"[np.float64(715.67), np.float64(182.71), np.float64(795.41), np.float64(243.42)]"
