label,truncated,occluded,alpha,left-top-x,left-top-y,right-bottom-x,right-bottom-y,height,width,length,x,y,z,rotation_y,image
Car,0.0,1,1.88,279.97,199.55,457.66,309.51,1.39,1.6,3.8,-3.75,1.89,11.78,1.58,7132
Car,0.2,0,-1.99,785.15,184.14,1225.39,374.0,1.46,1.6,4.52,3.01,1.58,6.81,-1.59,7132
Car,0.0,1,-1.8,728.13,180.23,874.56,282.12,1.48,1.56,3.46,3.04,1.61,12.3,-1.57,7132
Car,0.0,2,2.74,988.49,143.46,1181.17,223.91,2.05,1.8,3.95,12.69,1.33,19.57,-2.98,7132
Car,0.0,0,-1.8,643.0,178.92,692.27,213.41,1.51,1.53,3.38,2.61,1.81,33.75,-1.73,7132
Car,0.0,0,-1.91,588.24,184.18,627.07,205.97,1.39,1.54,3.42,-0.22,2.16,48.56,-1.91,7132
Car,0.0,1,2.44,550.76,181.12,593.37,199.67,1.56,1.39,3.73,-3.34,2.31,63.64,2.38,7132
Car,0.0,0,1.9,253.48,183.91,416.31,286.09,1.62,1.66,3.81,-5.02,1.85,13.61,1.56,1380
Car,0.0,0,1.75,442.12,180.7,505.07,219.81,1.46,1.67,4.92,-5.56,1.8,29.8,1.57,1380
Car,0.0,1,-1.57,637.64,173.45,665.29,196.18,1.51,1.84,4.1,2.88,1.58,50.53,-1.51,1380
Car,0.0,0,-1.82,717.47,169.01,912.58,309.69,1.61,1.67,3.62,2.6,1.59,10.15,-1.58,1380
Car,0.0,0,-1.57,578.34,182.19,605.49,209.17,1.65,1.67,3.64,-1.19,2.27,46.64,-1.59,881
Car,0.0,0,-1.19,140.71,191.0,426.86,366.73,1.41,1.54,3.36,-3.12,1.54,7.71,-1.56,995
Car,0.0,0,-1.53,509.13,171.24,587.2,242.43,1.52,1.67,4.38,-1.26,1.31,17.76,-1.61,995
Car,0.0,2,-1.45,502.86,169.93,564.05,220.56,1.56,1.59,3.65,-2.23,1.21,24.21,-1.54,995
Car,0.0,0,-1.59,598.21,170.06,635.98,207.95,1.48,1.47,2.23,0.61,1.03,29.4,-1.57,995
Car,0.0,0,1.79,462.18,174.02,503.05,202.49,1.42,1.44,3.19,-6.21,1.05,37.82,1.63,995
Car,0.0,0,-1.55,578.84,176.79,615.03,211.64,1.66,1.73,3.05,-0.66,1.88,36.32,-1.57,5916
Car,0.0,0,2.09,116.62,192.05,228.58,235.84,1.51,1.88,4.32,-17.17,2.31,28.54,1.55,6010
Car,0.0,0,-1.55,572.93,177.42,611.66,214.72,1.66,1.73,3.05,-0.83,1.89,34.04,-1.57,5538
Car,0.0,0,2.03,204.4,192.3,308.27,241.47,1.52,1.71,3.89,-12.36,2.24,25.41,1.58,5538
Car,0.85,0,-2.18,879.54,206.48,1241.0,374.0,1.44,1.66,3.25,2.94,1.69,4.04,-1.59,4871
Car,0.53,3,-2.46,0.0,143.86,215.07,338.08,1.87,1.61,3.53,-6.53,1.62,7.8,-3.14,4871
Car,0.01,3,0.63,0.0,178.96,318.35,305.99,1.59,1.56,3.5,-6.13,1.69,9.93,0.09,4871
Car,0.0,2,-2.63,78.21,167.78,375.8,275.7,1.72,1.65,4.33,-6.56,1.67,12.55,-3.1,4871
Car,0.0,2,0.38,294.37,173.32,459.18,232.72,1.57,1.54,4.1,-6.5,1.61,20.2,0.07,4871
Car,0.0,1,-2.89,365.86,164.26,489.39,221.63,1.89,1.59,3.87,-6.31,1.63,25.07,-3.13,4871
Car,0.0,0,-1.72,671.59,179.81,743.41,233.12,1.45,1.59,3.59,2.81,1.67,21.7,-1.59,4871
Car,0.0,1,-1.85,744.57,183.39,964.93,329.34,1.54,1.67,3.72,2.94,1.7,9.63,-1.57,4871
Car,0.0,2,-1.65,650.75,169.81,696.52,209.26,1.66,1.74,3.65,2.78,1.56,32.51,-1.57,4871
Car,0.0,2,-2.98,418.01,173.91,519.39,210.98,1.59,1.63,4.3,-6.39,1.67,32.77,3.11,4871
Car,0.0,0,1.72,485.13,178.26,541.39,223.32,1.55,1.51,3.75,-3.57,1.76,26.89,1.59,6840
Car,0.0,0,2.03,226.24,174.05,286.49,208.77,1.92,1.58,3.93,-20.68,2.02,42.3,1.58,6840
Car,0.0,0,-1.54,586.5,177.56,626.17,216.9,1.62,1.63,4.5,-0.13,1.85,32.29,-1.55,6840
Car,0.0,0,-1.03,152.32,178.61,229.51,207.7,1.42,1.68,3.93,-21.8,1.74,37.65,-1.55,2377
Car,0.0,1,-0.96,47.14,155.41,143.1,204.6,2.48,1.81,4.73,-27.73,1.63,39.03,-1.57,2377
Car,0.0,1,2.06,202.84,173.15,266.03,202.06,1.64,1.83,3.65,-22.41,1.68,43.14,1.59,2377
Car,0.0,0,-1.56,574.42,171.67,624.64,221.71,1.62,1.63,4.5,-0.4,1.62,25.88,-1.58,2377
Car,0.0,0,-0.32,708.38,177.31,878.93,249.53,1.55,1.57,3.51,4.16,1.68,16.81,-0.08,2340
Car,0.5,0,-0.7,886.46,182.35,1241.0,374.0,1.47,1.74,3.88,4.55,1.57,6.02,-0.08,2340
Car,0.46,3,-2.54,0.0,190.5,223.21,308.81,1.43,1.6,4.04,-7.75,1.7,9.77,3.08,2340
Car,0.0,3,0.55,2.56,178.66,301.75,275.05,1.53,1.72,4.15,-7.9,1.66,12.65,-0.0,2340
Car,0.0,1,-2.8,184.6,177.36,377.84,244.74,1.52,1.57,4.01,-7.98,1.66,17.68,3.07,2340
Car,0.0,2,-0.32,683.85,179.94,829.07,239.9,1.48,1.63,3.43,3.8,1.68,19.21,-0.12,2340
Car,0.0,2,-2.99,248.25,173.11,393.36,231.65,1.7,1.62,4.01,-8.99,1.74,22.62,2.92,2340
Car,0.0,2,-3.08,308.58,171.86,402.54,215.27,1.78,1.65,3.75,-11.0,1.76,31.34,2.86,2340
Car,0.0,0,-1.85,456.13,176.8,492.1,199.37,1.66,1.66,3.98,-10.5,1.98,55.48,-2.04,2340
Car,0.97,3,-0.58,0.0,186.71,305.98,374.0,1.6,1.57,3.23,-2.96,1.68,2.82,-1.35,173
Car,0.12,1,2.07,233.6,178.85,571.83,374.0,1.57,1.5,3.68,-1.72,1.64,7.09,1.84,173
Car,0.46,3,-1.87,917.49,200.55,1241.0,374.0,1.39,1.44,3.08,3.43,1.66,5.65,-1.34,173
Car,0.0,1,-1.31,542.82,174.58,674.37,264.4,1.47,1.6,3.66,0.07,1.52,13.76,-1.31,173
Car,0.0,0,1.75,689.39,166.96,741.38,206.81,1.7,1.63,4.08,4.85,1.47,33.0,1.9,173
Car,0.0,0,-1.65,837.3,176.28,908.39,238.78,1.59,1.59,2.47,7.08,1.7,19.74,-1.31,173
Car,0.0,1,-1.6,840.53,182.28,894.38,226.67,1.37,1.59,3.22,8.59,1.71,24.36,-1.26,173
Car,0.0,1,-1.65,634.72,173.32,663.92,199.1,1.64,1.62,4.2,2.59,1.7,48.6,-1.6,5580
Car,0.0,0,1.66,553.63,178.22,582.24,201.15,1.35,1.47,3.43,-2.6,1.7,44.81,1.6,5580
Car,0.0,2,0.19,388.32,175.94,510.38,220.76,1.58,1.66,4.21,-5.97,1.72,26.99,-0.03,5580
Car,0.0,2,0.26,322.57,167.53,476.09,233.99,1.87,1.72,4.1,-6.27,1.75,21.66,-0.01,5580
Car,0.0,2,-1.65,652.51,181.54,699.39,215.11,1.27,1.58,4.03,2.63,1.64,29.87,-1.57,5580
Car,0.0,0,-1.7,663.45,184.57,740.4,237.01,1.32,1.63,4.1,2.5,1.68,20.76,-1.58,5580
Car,0.0,1,0.42,166.55,182.1,414.96,268.48,1.58,1.56,4.25,-6.26,1.79,14.33,0.01,5580
Car,0.46,3,-2.46,0.0,198.69,220.66,335.51,1.38,1.56,3.44,-6.7,1.72,8.34,-3.13,5580
Car,0.82,0,-2.35,0.0,199.59,150.81,374.0,1.5,1.58,3.88,-6.35,1.77,6.06,-3.14,5580
Car,0.7,0,-0.76,1016.22,186.56,1241.0,374.0,1.5,1.62,3.88,5.75,1.62,6.03,-0.03,5580
Car,0.0,0,1.71,400.47,183.04,525.97,278.57,1.46,1.63,4.47,-2.61,1.67,13.57,1.53,976
Car,0.0,2,1.74,502.14,169.74,576.7,224.18,1.7,1.82,4.45,-2.36,1.63,24.91,1.65,976
Car,0.0,0,-1.05,637.33,171.85,686.64,201.83,1.57,1.56,2.62,2.83,1.53,39.36,-0.97,976
Car,1.0,0,-2.43,963.7,224.73,1241.0,374.0,1.44,1.56,3.76,2.89,1.74,2.38,-1.61,5556
Car,0.1,1,-1.95,751.07,191.29,1059.57,374.0,1.53,1.56,3.68,2.69,1.76,7.6,-1.63,5556
Car,0.0,0,-1.33,304.66,189.98,495.25,329.48,1.48,1.54,4.05,-2.71,1.76,10.07,-1.59,5556
Car,0.0,1,1.67,475.88,176.5,548.37,233.5,1.48,1.67,4.3,-2.79,1.6,21.07,1.54,5556
Car,0.0,0,-1.66,650.58,176.03,695.19,213.13,1.46,1.54,3.62,2.57,1.61,30.5,-1.57,5556
Car,0.0,0,1.62,554.59,173.33,581.58,197.51,1.52,1.57,4.42,-2.77,1.58,47.96,1.56,5556
Car,0.97,3,2.28,0.0,212.07,181.58,374.0,1.44,1.58,3.72,-3.94,1.73,3.57,1.48,1273
Car,0.0,0,1.72,491.98,175.69,542.02,211.93,1.39,1.52,3.56,-3.82,1.53,29.81,1.6,1273
Car,0.0,0,1.89,243.79,185.14,441.69,312.26,1.46,1.59,3.35,-3.6,1.65,10.19,1.56,1273
Car,0.0,0,-1.51,558.07,168.35,585.67,192.34,1.58,1.66,4.38,-2.26,0.77,49.49,-1.56,4704
Car,0.0,0,-2.83,617.84,175.18,764.81,227.87,1.44,1.79,3.96,2.54,1.31,21.02,-2.71,4704
Car,0.0,1,-2.16,960.52,180.9,1068.73,229.08,1.48,1.56,3.33,13.74,1.51,23.97,-1.64,4704
Car,0.0,1,-2.24,1033.82,183.19,1154.7,229.31,1.4,1.59,3.35,16.36,1.51,23.87,-1.65,4704
Car,0.05,2,0.89,1097.22,183.53,1223.0,230.25,1.44,1.5,3.8,19.15,1.57,24.49,1.54,4704
Car,0.0,1,-1.63,601.46,171.69,637.52,199.9,1.39,1.64,4.51,0.71,0.95,37.7,-1.61,4704
Car,0.0,0,-1.69,538.69,172.48,579.76,205.22,1.53,1.59,3.64,-2.61,1.54,35.99,-1.76,4455
Car,0.53,1,1.44,0.0,168.57,61.29,254.22,1.46,1.42,3.12,-11.54,1.41,13.48,0.74,4455
Car,0.0,1,1.64,451.6,165.9,479.44,191.1,1.63,1.6,3.73,-9.78,1.2,48.9,1.44,4455
Car,0.0,0,1.79,444.08,185.44,519.28,234.9,1.47,1.66,3.76,-4.19,1.91,23.88,1.61,3931
Car,0.0,1,-1.98,838.85,194.59,1169.7,370.06,1.41,1.66,3.86,3.92,1.7,8.07,-1.54,3931
Car,0.0,1,-1.89,760.86,179.83,906.49,276.61,1.59,1.59,3.34,4.03,1.73,13.68,-1.61,3931
Car,0.0,2,-1.74,729.54,182.57,818.0,246.02,1.47,1.6,3.7,4.13,1.74,18.89,-1.53,3931
Car,0.0,2,1.77,484.11,183.57,543.25,221.7,1.43,1.68,3.76,-3.91,1.89,29.54,1.64,3931
Car,0.0,2,-1.71,708.9,181.17,774.02,229.51,1.49,1.64,3.52,4.31,1.78,24.31,-1.54,3931
Car,0.0,2,1.73,509.0,183.25,557.72,214.4,1.38,1.68,4.34,-3.68,1.91,35.0,1.62,3931
Car,0.0,2,-1.68,694.16,178.95,746.12,218.64,1.5,1.64,4.14,4.41,1.76,29.6,-1.53,3931
Car,0.0,0,1.7,559.21,179.84,588.01,201.37,1.45,1.6,3.2,-2.55,1.95,50.82,1.65,3931
Car,0.18,3,0.64,0.0,183.7,325.19,329.84,1.52,1.64,3.65,-5.55,1.67,8.48,0.07,4496
Car,0.0,0,-1.81,752.04,187.99,909.54,294.62,1.43,1.58,3.37,3.35,1.7,11.69,-1.54,4496
Car,0.0,1,-2.79,199.78,186.35,423.98,259.32,1.41,1.53,4.11,-6.24,1.72,15.28,3.11,4496
Car,0.0,2,-2.87,327.13,181.73,468.11,235.94,1.46,1.57,3.6,-6.08,1.74,20.79,3.13,4496
Car,0.0,2,0.23,360.26,181.72,504.33,231.6,1.48,1.54,4.19,-5.61,1.79,22.94,-0.01,4496
Car,0.0,2,-2.87,377.12,180.72,504.27,226.28,1.52,1.57,4.08,-5.94,1.82,25.4,-3.1,4496
Car,0.0,2,-1.75,717.37,179.22,818.84,258.01,1.62,1.61,3.55,3.5,1.78,16.72,-1.55,4496
Car,0.0,1,-1.73,680.39,184.83,729.87,221.06,1.39,1.51,3.4,3.88,1.91,30.13,-1.6,4496
Car,0.0,2,0.23,432.7,181.62,528.49,222.0,1.48,1.49,3.38,-4.99,1.84,27.86,0.05,4496
Car,0.0,2,-3.02,513.18,179.18,573.18,199.55,1.46,1.61,4.31,-5.0,1.96,54.13,-3.11,4496
Car,0.0,0,-1.94,746.37,192.28,1016.45,356.87,1.52,1.54,4.5,3.06,1.82,9.35,-1.63,973
Car,0.0,0,-1.89,725.92,172.54,938.69,314.73,1.66,1.66,3.98,2.91,1.68,10.52,-1.63,5274
Car,0.0,2,-2.72,154.54,172.19,383.09,259.84,1.64,1.59,3.87,-6.84,1.65,14.62,3.13,5274
Car,0.0,2,-2.63,31.62,175.97,330.64,280.47,1.6,1.56,4.11,-7.11,1.68,12.16,3.14,5274
Car,0.0,2,0.34,281.02,180.42,458.61,248.39,1.52,1.69,3.68,-5.71,1.72,17.31,0.03,5274
Car,0.0,2,-2.86,372.13,178.32,470.18,222.59,1.57,1.47,3.23,-7.01,1.79,26.82,-3.11,5274
Car,0.0,2,-2.91,391.57,179.48,487.47,217.22,1.43,1.57,3.46,-6.8,1.72,28.84,3.14,5274
Car,0.0,1,-2.27,699.85,176.46,770.54,207.0,1.42,1.56,3.48,6.13,1.63,35.78,-2.1,5274
Car,0.0,0,-1.75,621.92,177.18,653.62,199.35,1.41,1.51,3.45,1.79,1.71,48.01,-1.71,5274
Car,0.0,0,2.1,105.66,190.91,249.9,244.84,1.5,1.95,4.6,-13.89,2.13,23.5,1.57,1511
Car,0.0,0,1.81,416.01,181.73,455.17,206.16,1.84,2.04,4.33,-13.86,2.57,57.49,1.58,1511
Car,0.96,0,-0.86,0.0,200.41,303.17,369.0,1.5,1.78,3.69,-3.17,1.67,3.35,-1.57,151
Car,0.0,1,-0.39,845.82,161.32,1004.89,210.46,1.45,1.75,4.23,10.03,0.89,22.42,0.03,151
Car,0.0,0,-1.51,569.84,180.75,628.14,226.23,1.36,1.69,3.38,-0.33,1.63,23.64,-1.52,6587
Car,0.0,0,-2.05,156.5,180.34,392.72,303.7,1.49,1.66,3.55,-5.0,1.62,10.51,-2.49,6587
Car,0.0,1,-2.63,400.84,173.99,515.91,221.36,1.66,1.63,3.83,-5.62,1.73,26.62,-2.84,6587
Car,0.0,0,-1.81,727.05,185.16,871.51,273.54,1.4,1.66,4.08,3.39,1.66,13.86,-1.58,6587
Car,0.63,3,2.23,0.0,191.07,131.13,292.92,1.32,1.62,3.54,-9.05,1.62,10.63,1.54,6587
Car,0.0,2,-1.56,593.06,178.71,632.1,214.32,1.52,1.67,3.61,0.09,1.8,32.87,-1.56,6587
Car,0.83,1,1.78,1184.31,178.71,1241.0,331.02,1.46,1.49,3.63,7.71,1.51,7.71,2.55,3320
Car,0.0,1,2.58,886.11,150.38,1206.8,279.9,1.71,1.67,3.7,6.2,1.43,10.59,3.09,3320
Car,0.79,0,2.09,0.0,189.02,272.92,374.0,1.64,1.63,4.51,-4.42,1.8,5.81,1.46,3320
Car,0.0,1,1.9,183.24,185.16,394.51,313.5,1.6,1.66,4.33,-4.82,1.82,11.44,1.51,3320
Car,0.0,0,2.09,170.82,170.12,443.71,339.55,1.64,1.45,3.48,-3.44,1.63,8.79,1.73,4701
Car,0.98,0,-2.28,948.77,176.49,1241.0,374.0,1.61,1.68,4.04,3.2,1.62,3.17,-1.54,4701
Car,0.0,1,-1.81,801.18,183.8,1055.75,357.85,1.52,1.58,4.28,3.38,1.68,8.64,-1.45,4701
Car,0.0,0,1.91,573.23,174.71,681.0,238.53,1.54,1.64,4.08,0.55,1.61,19.63,1.94,4701
Car,0.0,2,-1.54,794.94,177.68,895.19,267.39,1.46,1.57,3.58,4.44,1.56,13.71,-1.24,4701
Car,0.0,2,1.79,656.04,169.94,709.65,204.32,1.5,1.6,4.17,3.43,1.39,33.61,1.89,4701
Car,0.0,1,1.79,699.54,166.46,738.45,193.38,1.58,1.54,3.98,6.74,1.22,44.47,1.94,4701
Car,0.0,0,1.64,588.87,168.76,640.73,211.74,1.49,1.68,4.08,0.56,1.05,27.15,1.65,4745
Car,0.78,0,-2.49,0.0,145.79,216.0,374.0,1.8,1.77,4.41,-5.97,1.64,5.87,3.03,7003
Car,0.38,3,-2.54,0.0,179.68,265.69,327.09,1.51,1.55,3.64,-6.19,1.61,8.27,3.12,7003
Car,0.0,1,1.29,727.59,187.45,894.84,300.18,1.47,1.56,3.55,2.96,1.72,11.51,1.54,7003
Car,0.0,0,-2.8,307.63,177.27,438.57,234.44,1.58,1.54,3.3,-6.9,1.73,21.08,-3.12,7003
Car,0.0,2,0.27,345.02,172.46,483.7,226.99,1.68,1.71,4.07,-6.37,1.7,23.65,0.01,7003
Car,0.0,2,-1.64,640.89,179.26,676.07,206.73,1.41,1.62,4.19,2.58,1.78,39.62,-1.57,7003
Car,0.0,0,1.71,497.9,183.08,551.89,221.31,1.5,1.7,4.21,-3.61,1.95,30.96,1.6,6668
Car,0.0,0,1.64,560.43,180.66,583.99,197.34,1.48,1.87,4.42,-3.49,2.22,67.11,1.59,6668
Car,0.64,0,2.17,0.0,202.62,271.72,374.0,1.43,1.68,3.76,-4.81,1.77,6.52,1.55,4137
Car,1.0,1,-2.65,1234.03,219.83,1241.0,374.0,1.49,1.64,3.52,3.63,1.68,1.55,-1.55,4137
Car,0.0,1,1.97,185.04,192.74,405.14,302.61,1.38,1.68,4.34,-4.89,1.76,11.85,1.58,4137
Car,0.3,1,-2.04,826.0,187.37,1241.0,374.0,1.5,1.64,4.14,3.45,1.66,6.74,-1.59,4137
Car,0.0,0,1.76,459.41,179.65,517.33,220.36,1.45,1.6,3.2,-4.63,1.72,27.64,1.59,4137
Car,0.0,1,-1.86,752.53,182.56,925.06,293.36,1.51,1.66,3.5,3.48,1.68,11.75,-1.58,4137
Car,0.0,2,-1.77,721.83,179.3,821.13,250.23,1.51,1.61,3.51,3.7,1.67,17.27,-1.56,4137
Car,0.0,2,-1.74,697.7,179.23,773.23,231.19,1.49,1.68,3.8,3.84,1.71,22.85,-1.58,4137
Car,0.0,2,1.76,484.51,178.33,536.43,214.03,1.49,1.63,3.68,-4.43,1.75,32.34,1.62,4137
Car,0.0,2,-1.71,692.87,177.46,747.31,218.4,1.49,1.61,3.55,4.23,1.69,28.36,-1.56,4137
Car,0.0,0,1.9,327.65,189.96,387.3,223.28,1.63,1.78,4.13,-13.59,2.59,38.98,1.57,6415
Car,0.26,0,-1.18,0.92,197.79,430.44,374.0,1.33,1.71,4.09,-2.97,1.62,6.47,-1.6,3410
Car,0.0,0,-1.72,654.5,171.96,734.69,231.36,1.49,1.56,4.34,2.25,1.5,20.49,-1.62,3410
Car,0.0,1,-1.4,396.29,179.49,504.94,257.91,1.42,1.53,4.12,-3.28,1.58,15.34,-1.61,3410
Car,0.0,1,-1.88,731.01,167.06,1005.9,356.93,1.59,1.59,3.89,2.48,1.57,8.08,-1.59,3410
Car,0.0,1,-1.54,626.66,173.05,660.48,201.29,1.38,1.64,3.51,1.75,1.41,37.29,-1.5,3410
Car,0.11,1,2.08,0.0,194.15,338.6,363.06,1.46,1.67,4.92,-5.26,1.79,9.17,1.57,3490
Car,0.0,0,1.82,456.45,180.75,530.02,221.7,1.42,1.73,4.41,-4.4,1.74,27.62,1.66,3490
Car,0.0,1,-1.62,670.38,173.91,721.59,213.95,1.51,1.84,4.1,3.41,1.58,29.54,-1.51,3490
Car,0.0,0,1.87,635.64,167.84,667.34,187.19,1.76,1.77,4.41,3.96,1.32,68.27,1.93,3490
Car,0.0,0,-0.46,787.95,180.39,1089.82,304.56,1.55,1.57,3.51,4.44,1.68,10.14,-0.06,117
Car,0.16,1,-2.62,0.0,185.53,277.59,293.52,1.52,1.57,4.01,-7.65,1.75,11.35,3.08,117
Car,0.0,2,-0.4,739.41,184.28,969.84,278.48,1.48,1.63,3.43,4.13,1.7,12.62,-0.09,117
Car,0.0,2,-2.79,66.66,176.24,291.52,264.62,1.54,1.69,3.34,-8.19,1.62,13.92,2.96,117
Car,0.0,2,-2.86,110.15,170.05,328.1,253.25,1.7,1.62,4.01,-8.66,1.67,16.22,2.94,117
Car,0.0,2,0.29,202.62,166.48,363.01,245.21,1.91,1.51,3.49,-8.43,1.77,18.72,-0.13,117
Car,0.0,2,-3.0,242.3,169.32,366.22,224.23,1.78,1.65,3.75,-10.52,1.69,24.99,2.88,117
Car,0.0,0,-1.83,453.46,178.57,492.92,204.2,1.66,1.66,3.98,-9.39,2.07,49.19,-2.02,117
Car,0.0,0,1.7,481.18,184.27,541.92,227.32,1.44,1.72,4.14,-3.63,1.89,26.95,1.57,933
Car,0.18,0,-1.19,112.12,187.04,463.44,374.0,1.77,1.75,4.67,-3.11,1.96,8.11,-1.54,2741
Car,0.0,0,1.74,456.44,187.69,546.71,257.75,1.6,1.68,3.94,-2.77,2.02,18.98,1.6,2741
Car,0.0,0,1.63,564.04,186.37,592.97,209.52,1.42,1.66,4.11,-2.08,2.34,47.93,1.59,2741
Car,0.73,0,-2.4,0.0,187.15,142.11,348.66,1.49,1.64,3.69,-7.33,1.67,7.55,3.13,3170
Car,0.2,3,0.49,0.0,165.18,273.51,298.17,1.77,1.6,3.79,-7.27,1.69,10.62,-0.1,3170
Car,0.0,0,-1.77,585.99,174.56,659.1,229.02,1.66,1.66,3.98,0.29,1.74,24.25,-1.76,3170
Car,0.0,0,-1.75,532.35,176.7,557.46,194.02,1.41,1.51,3.45,-5.54,1.75,60.93,-1.84,3170
Car,0.54,3,0.63,0.0,187.46,253.78,348.22,1.48,1.54,4.19,-6.27,1.67,7.56,-0.05,612
Car,0.18,3,-2.57,0.0,179.85,306.55,301.34,1.52,1.57,4.08,-6.62,1.63,9.98,-3.14,612
Car,0.0,0,-1.82,702.66,190.76,818.27,269.08,1.39,1.51,3.4,2.98,1.8,15.14,-1.63,612
Car,0.0,2,0.44,154.61,183.09,390.71,276.82,1.48,1.49,3.38,-5.76,1.68,12.46,0.01,612
Car,0.0,2,-2.92,307.35,177.98,446.43,241.7,1.63,1.55,3.35,-6.32,1.79,19.71,3.05,612
Car,0.0,1,2.92,749.86,187.63,892.53,233.8,1.34,1.52,3.99,6.43,1.82,22.39,-3.08,612
Car,0.0,2,0.22,381.93,159.76,494.21,218.08,2.22,1.68,4.08,-6.84,1.74,28.84,-0.01,612
Car,0.0,2,-2.97,437.81,179.03,524.03,207.92,1.46,1.61,4.31,-6.86,1.82,38.46,3.13,612
Car,0.0,2,-3.12,464.44,174.3,539.88,205.63,1.8,1.77,4.41,-6.51,1.92,43.6,3.01,612
Car,0.0,0,-1.55,575.24,176.89,603.89,203.29,1.43,1.55,3.91,-1.16,1.68,41.43,-1.58,1578
Car,0.0,2,1.22,797.65,184.73,1051.5,332.66,1.52,1.61,4.23,3.82,1.7,9.73,1.59,1578
Car,0.0,1,1.29,781.21,181.18,868.84,234.35,1.45,1.51,3.7,6.33,1.71,21.74,1.57,1578
Car,0.0,2,2.95,655.2,173.5,749.38,206.86,1.51,1.65,4.21,4.34,1.57,34.49,3.07,1578
Car,0.31,0,-1.99,773.66,181.51,1239.21,374.0,1.5,1.53,4.13,2.62,1.58,6.03,-1.6,4118
Car,0.0,0,-1.33,355.08,181.89,498.47,283.11,1.58,1.65,3.91,-3.25,1.76,13.39,-1.57,4118
Car,0.0,1,-1.76,699.92,179.05,823.21,266.55,1.47,1.57,4.09,2.79,1.6,14.29,-1.57,4118
Car,0.0,2,1.72,451.43,182.48,522.86,232.34,1.43,1.63,4.39,-3.9,1.76,23.32,1.55,4118
Car,0.0,1,-1.67,664.03,178.22,728.48,229.86,1.45,1.58,3.53,2.55,1.63,22.29,-1.56,4118
Car,0.0,1,-1.63,641.06,176.04,683.84,210.5,1.46,1.67,4.4,2.32,1.63,33.21,-1.56,4118
Car,0.0,2,-3.02,455.8,173.57,526.76,207.44,1.8,1.62,3.7,-6.57,1.87,40.0,3.1,4118
Car,0.91,0,2.22,0.0,206.79,428.52,374.0,1.56,1.56,3.6,-2.34,1.8,3.57,1.67,7358
Car,0.0,2,1.91,212.98,191.66,423.53,358.97,1.7,1.43,3.2,-3.54,1.97,9.2,1.55,7358
Car,0.0,0,1.51,502.23,182.13,526.77,205.16,1.68,1.63,3.9,-7.38,2.4,55.39,1.38,7358
Car,0.0,0,1.43,804.94,177.15,1056.88,372.98,1.57,1.73,4.15,3.13,1.63,7.99,1.79,6347
Car,0.02,1,2.22,0.0,198.43,108.18,248.9,1.54,1.85,2.47,-18.86,2.45,24.48,1.57,3692
Car,0.0,0,-1.58,560.41,182.0,600.72,214.12,1.26,1.6,3.56,-1.29,1.66,30.57,-1.62,2046
Car,0.0,0,-1.48,511.95,182.68,545.9,207.65,1.37,1.63,3.57,-4.74,1.96,42.3,-1.59,2046
Car,0.0,0,2.33,1049.59,197.75,1212.55,260.74,1.38,1.35,3.3,12.73,2.03,17.72,2.94,2046
Car,0.0,1,-0.95,26.23,180.3,136.97,217.74,1.42,1.68,3.93,-21.64,1.74,29.7,-1.57,410
Car,0.71,1,-0.86,0.0,152.31,43.87,209.57,2.48,1.81,4.73,-27.37,1.6,31.32,-1.57,410
Car,0.0,1,2.13,112.7,173.81,198.46,209.97,1.64,1.83,3.65,-21.88,1.71,34.86,1.57,410
Car,0.0,0,1.91,353.9,172.47,383.79,189.98,1.55,1.37,3.97,-22.16,1.54,66.37,1.58,410
Car,0.0,1,-1.25,375.82,169.95,404.59,186.92,1.69,1.74,3.76,-22.68,1.43,74.54,-1.55,410
Car,0.0,2,2.09,153.64,166.53,214.83,196.85,1.92,1.84,3.84,-28.29,1.54,48.04,1.56,410
Car,0.0,0,-1.56,576.45,170.63,628.85,222.83,1.62,1.63,4.5,-0.28,1.58,24.9,-1.58,410
Car,0.96,0,2.37,0.0,209.19,255.84,374.0,1.54,1.63,3.59,-3.52,1.8,3.49,1.61,3857
Car,0.0,0,1.92,266.81,200.31,478.43,340.79,1.42,1.46,3.63,-2.97,1.85,9.67,1.63,3857
Car,0.0,1,1.79,397.93,190.99,529.13,279.6,1.43,1.66,4.19,-2.78,1.84,14.4,1.6,3857
Car,0.0,0,-1.62,732.67,179.31,837.89,274.3,1.58,1.71,3.75,3.22,1.72,14.0,-1.4,3857
Car,0.76,0,-0.7,1065.62,149.63,1241.0,331.84,1.49,1.57,4.26,6.78,1.29,6.56,0.08,3857
Car,0.0,1,1.74,491.47,179.82,552.75,233.8,1.7,1.5,3.34,-2.95,1.94,24.52,1.62,3857
Car,0.0,2,1.3,500.88,186.78,567.94,226.77,1.48,1.71,3.93,-3.2,2.07,29.52,1.19,3857
Car,0.0,1,-0.21,508.12,172.91,572.13,194.73,1.6,1.75,4.63,-5.41,1.63,55.56,-0.31,3857
Car,0.0,2,-1.32,741.39,178.48,837.23,244.89,1.51,1.58,3.31,4.58,1.66,18.31,-1.08,3857
Car,0.0,1,-1.1,789.14,171.9,886.52,228.76,1.61,1.6,3.11,6.98,1.6,22.1,-0.8,3857
Car,0.0,2,-3.06,728.05,166.54,835.11,206.78,1.79,1.69,4.72,7.99,1.55,33.68,-2.83,3857
