image,bbox
1301,"[np.float64(0.0), np.float64(198.25), np.float64(259.19), np.float64(332.01)]"
1301,"[np.float64(698.21), np.float64(170.85), np.float64(831.55), np.float64(227.95)]"
3,"[np.float64(614.24), np.float64(181.78), np.float64(727.31), np.float64(284.77)]"
2157,"[np.float64(719.31), np.float64(182.77), np.float64(850.91), np.float64(277.03)]"
4794,"[np.float64(427.08), np.float64(179.78), np.float64(540.12), np.float64(259.69)]"
492,"[np.float64(558.01), np.float64(178.56), np.float64(614.19), np.float64(229.78)]"
492,"[np.float64(454.19), np.float64(178.05), np.float64(534.11), np.float64(239.42)]"
631,"[np.float64(739.84), np.float64(187.9), np.float64(904.88), np.float64(294.55)]"
215,"[np.float64(215.24), np.float64(190.26), np.float64(586.08), np.float64(316.48)]"
4275,"[np.float64(110.02), np.float64(195.55), np.float64(383.17), np.float64(325.48)]"
4520,"[np.float64(679.63), np.float64(182.43), np.float64(805.73), np.float64(267.0)]"
4520,"[np.float64(399.5), np.float64(190.96), np.float64(483.78), np.float64(246.67)]"
3555,"[np.float64(274.02), np.float64(182.16), np.float64(369.27), np.float64(241.05)]"
2703,"[np.float64(597.17), np.float64(175.01), np.float64(664.11), np.float64(239.67)]"
2519,"[np.float64(556.93), np.float64(188.08), np.float64(721.79), np.float64(338.53)]"
5849,"[np.float64(483.52), np.float64(184.57), np.float64(539.65), np.float64(224.9)]"
5849,"[np.float64(584.17), np.float64(178.2), np.float64(631.74), np.float64(225.59)]"
2558,"[np.float64(713.08), np.float64(186.15), np.float64(891.17), np.float64(301.84)]"
3151,"[np.float64(735.34), np.float64(183.57), np.float64(858.61), np.float64(265.75)]"
3151,"[np.float64(903.71), np.float64(181.01), np.float64(1109.06), np.float64(269.2)]"
6820,"[np.float64(608.13), np.float64(176.13), np.float64(676.52), np.float64(240.56)]"
6820,"[np.float64(783.42), np.float64(174.33), np.float64(991.44), np.float64(280.45)]"
2350,"[np.float64(311.65), np.float64(183.53), np.float64(510.78), np.float64(320.59)]"
6905,"[np.float64(413.64), np.float64(186.81), np.float64(509.45), np.float64(275.85)]"
7063,"[np.float64(710.59), np.float64(184.74), np.float64(834.69), np.float64(275.52)]"
3228,"[np.float64(651.85), np.float64(179.07), np.float64(793.83), np.float64(272.39)]"
3228,"[np.float64(566.89), np.float64(169.93), np.float64(666.46), np.float64(212.61)]"
5263,"[np.float64(601.38), np.float64(178.78), np.float64(663.16), np.float64(238.46)]"
3933,"[np.float64(449.48), np.float64(177.62), np.float64(537.04), np.float64(217.79)]"
3933,"[np.float64(37.4), np.float64(185.09), np.float64(206.48), np.float64(240.89)]"
855,"[np.float64(596.77), np.float64(175.25), np.float64(663.42), np.float64(239.61)]"
4430,"[np.float64(287.28), np.float64(213.49), np.float64(598.93), np.float64(374.0)]"
4430,"[np.float64(1082.49), np.float64(166.34), np.float64(1240.24), np.float64(285.52)]"
7173,"[np.float64(419.21), np.float64(186.42), np.float64(521.48), np.float64(255.5)]"
4992,"[np.float64(593.26), np.float64(174.85), np.float64(645.25), np.float64(224.03)]"
4992,"[np.float64(38.7), np.float64(199.2), np.float64(288.26), np.float64(312.7)]"
4992,"[np.float64(863.88), np.float64(166.83), np.float64(1164.69), np.float64(343.38)]"
3356,"[np.float64(596.45), np.float64(182.83), np.float64(659.5), np.float64(234.46)]"
2691,"[np.float64(589.39), np.float64(174.03), np.float64(649.6), np.float64(223.02)]"
2691,"[np.float64(443.65), np.float64(185.8), np.float64(552.21), np.float64(252.57)]"
5368,"[np.float64(700.5), np.float64(174.64), np.float64(787.12), np.float64(236.15)]"
2847,"[np.float64(168.99), np.float64(190.57), np.float64(398.93), np.float64(318.4)]"
2847,"[np.float64(382.81), np.float64(182.49), np.float64(477.75), np.float64(240.62)]"
5978,"[np.float64(762.81), np.float64(186.14), np.float64(1100.77), np.float64(374.0)]"
3415,"[np.float64(578.55), np.float64(180.79), np.float64(650.77), np.float64(241.15)]"
3415,"[np.float64(108.12), np.float64(189.99), np.float64(299.22), np.float64(277.97)]"
6765,"[np.float64(659.3), np.float64(173.07), np.float64(723.45), np.float64(220.38)]"
1248,"[np.float64(699.6), np.float64(187.62), np.float64(867.62), np.float64(307.8)]"
2404,"[np.float64(377.22), np.float64(182.4), np.float64(471.46), np.float64(247.32)]"
2404,"[np.float64(674.42), np.float64(172.19), np.float64(773.12), np.float64(250.2)]"
2841,"[np.float64(790.39), np.float64(177.52), np.float64(1161.2), np.float64(374.0)]"
5247,"[np.float64(818.88), np.float64(189.14), np.float64(1108.24), np.float64(358.18)]"
5247,"[np.float64(369.92), np.float64(171.48), np.float64(441.74), np.float64(212.93)]"
5247,"[np.float64(717.04), np.float64(175.19), np.float64(764.37), np.float64(220.49)]"
4572,"[np.float64(528.85), np.float64(174.72), np.float64(598.22), np.float64(222.63)]"
2274,"[np.float64(157.18), np.float64(189.97), np.float64(432.47), np.float64(360.57)]"
2274,"[np.float64(506.83), np.float64(172.66), np.float64(585.5), np.float64(244.4)]"
6706,"[np.float64(127.98), np.float64(186.79), np.float64(296.94), np.float64(288.21)]"
3062,"[np.float64(434.48), np.float64(188.96), np.float64(531.68), np.float64(258.17)]"
6115,"[np.float64(247.93), np.float64(187.42), np.float64(413.78), np.float64(248.14)]"
7423,"[np.float64(660.88), np.float64(177.55), np.float64(750.26), np.float64(246.58)]"
1128,"[np.float64(676.8), np.float64(177.34), np.float64(747.4), np.float64(228.05)]"
1128,"[np.float64(834.68), np.float64(162.34), np.float64(1241.0), np.float64(374.0)]"
1618,"[np.float64(822.33), np.float64(184.19), np.float64(1083.86), np.float64(342.52)]"
1618,"[np.float64(373.12), np.float64(182.92), np.float64(504.2), np.float64(270.68)]"
4047,"[np.float64(163.86), np.float64(187.1), np.float64(371.84), np.float64(253.16)]"
4710,"[np.float64(492.0), np.float64(171.09), np.float64(559.04), np.float64(222.82)]"
4710,"[np.float64(690.39), np.float64(173.88), np.float64(795.66), np.float64(266.85)]"
4636,"[np.float64(673.15), np.float64(180.64), np.float64(732.21), np.float64(223.35)]"
13,"[np.float64(455.7), np.float64(183.86), np.float64(533.81), np.float64(241.91)]"
349,"[np.float64(615.88), np.float64(174.36), np.float64(669.64), np.float64(226.21)]"
349,"[np.float64(291.36), np.float64(186.88), np.float64(456.08), np.float64(286.55)]"
6413,"[np.float64(569.02), np.float64(179.81), np.float64(619.47), np.float64(228.66)]"
6413,"[np.float64(155.22), np.float64(201.99), np.float64(328.84), np.float64(292.14)]"
6413,"[np.float64(438.91), np.float64(187.29), np.float64(516.42), np.float64(240.49)]"
3153,"[np.float64(498.21), np.float64(184.79), np.float64(561.16), np.float64(228.71)]"
6857,"[np.float64(0.0), np.float64(197.59), np.float64(261.67), np.float64(324.11)]"
3001,"[np.float64(724.75), np.float64(190.49), np.float64(938.65), np.float64(330.58)]"
1226,"[np.float64(40.54), np.float64(191.46), np.float64(298.08), np.float64(307.61)]"
1226,"[np.float64(493.8), np.float64(176.42), np.float64(554.25), np.float64(225.42)]"
572,"[np.float64(170.8), np.float64(193.97), np.float64(398.5), np.float64(315.06)]"
4680,"[np.float64(371.38), np.float64(179.51), np.float64(444.28), np.float64(223.51)]"
685,"[np.float64(645.61), np.float64(179.48), np.float64(866.65), np.float64(314.27)]"
7459,"[np.float64(397.44), np.float64(184.63), np.float64(536.71), np.float64(290.33)]"
4292,"[np.float64(341.2), np.float64(177.63), np.float64(449.41), np.float64(219.33)]"
1125,"[np.float64(144.52), np.float64(180.03), np.float64(400.86), np.float64(260.91)]"
1270,"[np.float64(747.04), np.float64(179.61), np.float64(843.91), np.float64(244.4)]"
1270,"[np.float64(276.5), np.float64(197.96), np.float64(407.49), np.float64(265.1)]"
154,"[np.float64(90.9), np.float64(178.73), np.float64(319.71), np.float64(273.96)]"
154,"[np.float64(543.46), np.float64(174.59), np.float64(665.78), np.float64(215.62)]"
4894,"[np.float64(518.32), np.float64(164.28), np.float64(740.23), np.float64(374.0)]"
4894,"[np.float64(966.84), np.float64(175.95), np.float64(1106.56), np.float64(219.99)]"
3906,"[np.float64(404.12), np.float64(182.33), np.float64(482.86), np.float64(229.78)]"
3706,"[np.float64(344.81), np.float64(191.48), np.float64(418.76), np.float64(238.1)]"
6648,"[np.float64(457.65), np.float64(177.1), np.float64(620.0), np.float64(275.53)]"
3194,"[np.float64(58.56), np.float64(194.88), np.float64(358.1), np.float64(350.94)]"
238,"[np.float64(574.32), np.float64(173.66), np.float64(615.03), np.float64(214.23)]"
3882,"[np.float64(744.81), np.float64(173.83), np.float64(870.53), np.float64(278.44)]"
5178,"[np.float64(158.12), np.float64(185.66), np.float64(291.32), np.float64(250.16)]"
5178,"[np.float64(366.42), np.float64(173.86), np.float64(425.19), np.float64(216.4)]"
5178,"[np.float64(662.49), np.float64(169.84), np.float64(761.56), np.float64(224.84)]"
3659,"[np.float64(31.73), np.float64(197.26), np.float64(362.49), np.float64(349.14)]"
2309,"[np.float64(584.35), np.float64(175.32), np.float64(648.69), np.float64(237.52)]"
4865,"[np.float64(446.05), np.float64(180.23), np.float64(533.3), np.float64(255.1)]"
7449,"[np.float64(557.18), np.float64(173.55), np.float64(628.75), np.float64(238.81)]"
331,"[np.float64(0.0), np.float64(204.58), np.float64(277.77), np.float64(318.09)]"
331,"[np.float64(315.63), np.float64(189.85), np.float64(446.85), np.float64(238.82)]"
6710,"[np.float64(766.26), np.float64(177.02), np.float64(899.7), np.float64(232.76)]"
1498,"[np.float64(676.77), np.float64(179.34), np.float64(735.32), np.float64(222.4)]"
1498,"[np.float64(781.87), np.float64(176.89), np.float64(869.81), np.float64(223.52)]"
585,"[np.float64(566.09), np.float64(173.85), np.float64(617.22), np.float64(223.33)]"
2231,"[np.float64(577.68), np.float64(177.77), np.float64(635.89), np.float64(233.83)]"
6466,"[np.float64(639.85), np.float64(168.99), np.float64(695.37), np.float64(213.68)]"
3278,"[np.float64(443.17), np.float64(170.65), np.float64(521.27), np.float64(233.61)]"
4236,"[np.float64(317.55), np.float64(163.61), np.float64(568.56), np.float64(314.84)]"
4920,"[np.float64(843.51), np.float64(165.11), np.float64(1157.85), np.float64(279.86)]"
2545,"[np.float64(112.28), np.float64(205.03), np.float64(407.49), np.float64(374.0)]"
2545,"[np.float64(399.69), np.float64(188.9), np.float64(528.23), np.float64(280.14)]"
6099,"[np.float64(210.81), np.float64(188.6), np.float64(296.87), np.float64(233.25)]"
4117,"[np.float64(552.59), np.float64(170.95), np.float64(713.11), np.float64(325.61)]"
2173,"[np.float64(571.85), np.float64(174.73), np.float64(615.97), np.float64(214.95)]"
6826,"[np.float64(573.88), np.float64(175.06), np.float64(631.54), np.float64(230.85)]"
6302,"[np.float64(704.42), np.float64(175.27), np.float64(819.76), np.float64(277.38)]"
6302,"[np.float64(348.69), np.float64(185.05), np.float64(516.19), np.float64(291.2)]"
4887,"[np.float64(717.88), np.float64(189.21), np.float64(871.77), np.float64(291.17)]"
4887,"[np.float64(426.53), np.float64(183.07), np.float64(511.12), np.float64(239.4)]"
4887,"[np.float64(653.06), np.float64(179.28), np.float64(710.13), np.float64(222.34)]"
5267,"[np.float64(523.33), np.float64(176.88), np.float64(581.37), np.float64(218.25)]"
6396,"[np.float64(261.43), np.float64(179.69), np.float64(469.44), np.float64(307.71)]"
5203,"[np.float64(429.64), np.float64(184.97), np.float64(524.26), np.float64(254.21)]"
295,"[np.float64(286.19), np.float64(186.56), np.float64(418.07), np.float64(282.76)]"
4233,"[np.float64(979.18), np.float64(176.87), np.float64(1117.24), np.float64(237.18)]"
6910,"[np.float64(836.04), np.float64(168.06), np.float64(947.05), np.float64(208.74)]"
1025,"[np.float64(190.27), np.float64(172.08), np.float64(431.56), np.float64(317.88)]"
3260,"[np.float64(763.65), np.float64(182.44), np.float64(939.82), np.float64(288.74)]"
4506,"[np.float64(335.75), np.float64(182.17), np.float64(479.25), np.float64(281.66)]"
4506,"[np.float64(138.83), np.float64(175.16), np.float64(220.58), np.float64(217.78)]"
1956,"[np.float64(563.24), np.float64(175.69), np.float64(615.09), np.float64(225.88)]"
7131,"[np.float64(765.46), np.float64(179.64), np.float64(1037.29), np.float64(365.87)]"
7131,"[np.float64(398.72), np.float64(186.23), np.float64(528.92), np.float64(271.26)]"
3650,"[np.float64(572.34), np.float64(173.25), np.float64(629.85), np.float64(228.9)]"
7220,"[np.float64(134.98), np.float64(199.24), np.float64(437.34), np.float64(374.0)]"
5431,"[np.float64(694.58), np.float64(184.99), np.float64(797.51), np.float64(255.87)]"
5431,"[np.float64(99.18), np.float64(181.15), np.float64(407.43), np.float64(366.71)]"
1573,"[np.float64(732.17), np.float64(174.65), np.float64(892.8), np.float64(269.47)]"
1573,"[np.float64(345.26), np.float64(170.2), np.float64(488.67), np.float64(279.9)]"
6015,"[np.float64(301.84), np.float64(186.27), np.float64(467.5), np.float64(295.77)]"
6015,"[np.float64(540.75), np.float64(172.14), np.float64(597.95), np.float64(224.32)]"
5903,"[np.float64(703.15), np.float64(172.97), np.float64(849.25), np.float64(286.84)]"
266,"[np.float64(748.25), np.float64(180.42), np.float64(1034.25), np.float64(353.77)]"
266,"[np.float64(581.33), np.float64(175.14), np.float64(640.65), np.float64(218.71)]"
3368,"[np.float64(566.39), np.float64(166.96), np.float64(699.46), np.float64(211.67)]"
6311,"[np.float64(475.81), np.float64(179.19), np.float64(526.94), np.float64(220.45)]"
6797,"[np.float64(507.02), np.float64(182.98), np.float64(566.22), np.float64(223.71)]"
6187,"[np.float64(711.71), np.float64(181.47), np.float64(875.67), np.float64(288.35)]"
1877,"[np.float64(720.18), np.float64(162.16), np.float64(860.07), np.float64(209.06)]"
1127,"[np.float64(336.04), np.float64(181.08), np.float64(479.67), np.float64(284.32)]"
1127,"[np.float64(697.14), np.float64(185.86), np.float64(801.22), np.float64(256.57)]"
5189,"[np.float64(760.29), np.float64(156.48), np.float64(1057.5), np.float64(262.81)]"
6549,"[np.float64(694.28), np.float64(188.58), np.float64(793.4), np.float64(256.49)]"
1960,"[np.float64(362.97), np.float64(180.11), np.float64(483.54), np.float64(262.14)]"
1960,"[np.float64(643.48), np.float64(172.14), np.float64(700.04), np.float64(221.6)]"
2658,"[np.float64(846.33), np.float64(177.2), np.float64(984.04), np.float64(251.21)]"
234,"[np.float64(268.09), np.float64(192.26), np.float64(461.43), np.float64(302.52)]"
5171,"[np.float64(584.27), np.float64(179.78), np.float64(641.67), np.float64(226.43)]"
218,"[np.float64(780.3), np.float64(176.52), np.float64(1097.76), np.float64(355.48)]"
218,"[np.float64(308.97), np.float64(191.73), np.float64(421.45), np.float64(262.34)]"
1762,"[np.float64(81.75), np.float64(190.51), np.float64(214.47), np.float64(243.57)]"
2225,"[np.float64(796.15), np.float64(197.98), np.float64(1057.39), np.float64(345.25)]"
2225,"[np.float64(455.17), np.float64(190.34), np.float64(528.81), np.float64(241.6)]"
3262,"[np.float64(570.11), np.float64(173.4), np.float64(627.31), np.float64(228.75)]"
3610,"[np.float64(454.25), np.float64(186.21), np.float64(516.58), np.float64(245.31)]"
6186,"[np.float64(639.92), np.float64(172.69), np.float64(814.26), np.float64(237.79)]"
6408,"[np.float64(26.37), np.float64(187.89), np.float64(141.45), np.float64(228.46)]"
1759,"[np.float64(755.79), np.float64(185.2), np.float64(908.81), np.float64(283.88)]"
1759,"[np.float64(946.12), np.float64(182.23), np.float64(1209.36), np.float64(288.27)]"
1872,"[np.float64(221.04), np.float64(183.41), np.float64(458.16), np.float64(350.02)]"
1872,"[np.float64(666.81), np.float64(172.48), np.float64(728.76), np.float64(221.94)]"
4793,"[np.float64(860.31), np.float64(186.18), np.float64(1224.0), np.float64(374.0)]"
4793,"[np.float64(336.09), np.float64(183.23), np.float64(488.6), np.float64(283.34)]"
4969,"[np.float64(780.02), np.float64(174.72), np.float64(834.26), np.float64(222.35)]"
4154,"[np.float64(348.15), np.float64(166.57), np.float64(473.41), np.float64(254.19)]"
4154,"[np.float64(750.15), np.float64(166.28), np.float64(974.42), np.float64(312.4)]"
7458,"[np.float64(786.4), np.float64(197.18), np.float64(1114.19), np.float64(374.0)]"
2955,"[np.float64(495.69), np.float64(179.3), np.float64(675.26), np.float64(269.18)]"
2677,"[np.float64(809.28), np.float64(176.94), np.float64(1033.94), np.float64(326.0)]"
4099,"[np.float64(339.46), np.float64(183.09), np.float64(419.42), np.float64(228.02)]"
5829,"[np.float64(752.68), np.float64(140.24), np.float64(1004.25), np.float64(297.51)]"
5829,"[np.float64(244.28), np.float64(195.26), np.float64(426.5), np.float64(314.58)]"
423,"[np.float64(588.54), np.float64(175.38), np.float64(639.37), np.float64(216.74)]"
423,"[np.float64(455.11), np.float64(187.46), np.float64(552.0), np.float64(256.65)]"
2078,"[np.float64(728.8), np.float64(158.83), np.float64(886.9), np.float64(272.86)]"
2078,"[np.float64(422.26), np.float64(178.28), np.float64(513.46), np.float64(245.29)]"
2078,"[np.float64(542.43), np.float64(167.6), np.float64(602.11), np.float64(211.3)]"
6036,"[np.float64(545.4), np.float64(172.1), np.float64(721.84), np.float64(342.13)]"
5266,"[np.float64(355.35), np.float64(188.32), np.float64(452.01), np.float64(247.18)]"
378,"[np.float64(619.1), np.float64(168.59), np.float64(788.46), np.float64(234.89)]"
6594,"[np.float64(397.99), np.float64(178.04), np.float64(529.12), np.float64(280.85)]"
3211,"[np.float64(821.36), np.float64(176.48), np.float64(1005.61), np.float64(251.12)]"
5515,"[np.float64(804.86), np.float64(174.45), np.float64(871.79), np.float64(227.49)]"
404,"[np.float64(541.75), np.float64(178.07), np.float64(619.77), np.float64(243.03)]"
404,"[np.float64(86.85), np.float64(193.98), np.float64(287.9), np.float64(295.95)]"
404,"[np.float64(446.5), np.float64(180.26), np.float64(502.06), np.float64(231.81)]"
2114,"[np.float64(602.0), np.float64(178.81), np.float64(663.56), np.float64(238.27)]"
3046,"[np.float64(589.48), np.float64(178.36), np.float64(632.43), np.float64(219.72)]"
4381,"[np.float64(589.62), np.float64(174.9), np.float64(634.08), np.float64(216.92)]"
7319,"[np.float64(546.86), np.float64(167.93), np.float64(598.35), np.float64(214.13)]"
2120,"[np.float64(758.41), np.float64(175.89), np.float64(970.44), np.float64(270.61)]"
7034,"[np.float64(161.43), np.float64(220.39), np.float64(409.56), np.float64(368.42)]"
510,"[np.float64(644.99), np.float64(175.97), np.float64(737.72), np.float64(252.69)]"
510,"[np.float64(885.08), np.float64(167.18), np.float64(1040.96), np.float64(258.45)]"
7125,"[np.float64(91.83), np.float64(196.93), np.float64(241.18), np.float64(261.73)]"
2333,"[np.float64(591.38), np.float64(174.94), np.float64(638.64), np.float64(219.65)]"
2333,"[np.float64(914.61), np.float64(180.87), np.float64(1241.0), np.float64(374.0)]"
2333,"[np.float64(714.84), np.float64(170.33), np.float64(867.98), np.float64(238.13)]"
5480,"[np.float64(771.35), np.float64(172.98), np.float64(814.79), np.float64(213.94)]"
6334,"[np.float64(90.7), np.float64(190.2), np.float64(332.13), np.float64(317.35)]"
5741,"[np.float64(758.74), np.float64(171.72), np.float64(1083.69), np.float64(371.34)]"
5741,"[np.float64(391.59), np.float64(195.67), np.float64(512.77), np.float64(293.08)]"
5741,"[np.float64(636.74), np.float64(176.51), np.float64(686.07), np.float64(223.35)]"
6812,"[np.float64(648.88), np.float64(163.55), np.float64(753.66), np.float64(238.22)]"
6812,"[np.float64(371.46), np.float64(186.34), np.float64(448.82), np.float64(246.96)]"
1094,"[np.float64(500.66), np.float64(185.19), np.float64(551.14), np.float64(230.34)]"
1694,"[np.float64(473.59), np.float64(194.81), np.float64(535.33), np.float64(244.8)]"
3097,"[np.float64(579.01), np.float64(180.41), np.float64(635.51), np.float64(226.38)]"
2216,"[np.float64(631.69), np.float64(182.14), np.float64(695.21), np.float64(228.85)]"
3657,"[np.float64(595.4), np.float64(176.59), np.float64(638.31), np.float64(217.17)]"
3657,"[np.float64(869.02), np.float64(166.38), np.float64(1124.34), np.float64(332.28)]"
5797,"[np.float64(135.35), np.float64(197.25), np.float64(348.81), np.float64(312.14)]"
389,"[np.float64(653.71), np.float64(165.38), np.float64(702.87), np.float64(210.65)]"
389,"[np.float64(286.18), np.float64(181.93), np.float64(391.72), np.float64(238.78)]"
303,"[np.float64(569.96), np.float64(183.82), np.float64(660.38), np.float64(270.37)]"
2067,"[np.float64(961.53), np.float64(161.64), np.float64(1106.26), np.float64(241.18)]"
2067,"[np.float64(691.58), np.float64(174.21), np.float64(794.11), np.float64(253.94)]"
2067,"[np.float64(440.07), np.float64(177.0), np.float64(527.73), np.float64(237.45)]"
1396,"[np.float64(597.14), np.float64(180.9), np.float64(653.65), np.float64(226.91)]"
5427,"[np.float64(921.76), np.float64(185.28), np.float64(1223.65), np.float64(302.22)]"
5427,"[np.float64(662.36), np.float64(186.39), np.float64(734.12), np.float64(235.37)]"
1955,"[np.float64(778.28), np.float64(170.23), np.float64(1050.66), np.float64(350.15)]"
1955,"[np.float64(339.91), np.float64(181.26), np.float64(501.66), np.float64(284.9)]"
3300,"[np.float64(504.73), np.float64(184.23), np.float64(552.54), np.float64(226.98)]"
4481,"[np.float64(574.01), np.float64(171.98), np.float64(627.9), np.float64(221.11)]"
4481,"[np.float64(389.46), np.float64(182.2), np.float64(479.86), np.float64(238.73)]"
4382,"[np.float64(567.13), np.float64(183.02), np.float64(618.01), np.float64(232.61)]"
4382,"[np.float64(376.72), np.float64(195.85), np.float64(445.51), np.float64(240.22)]"
1780,"[np.float64(861.24), np.float64(190.66), np.float64(1098.81), np.float64(277.48)]"
6988,"[np.float64(174.69), np.float64(177.97), np.float64(462.32), np.float64(374.0)]"
4251,"[np.float64(181.24), np.float64(187.49), np.float64(427.59), np.float64(347.96)]"
5075,"[np.float64(472.63), np.float64(172.44), np.float64(536.33), np.float64(218.17)]"
2564,"[np.float64(449.26), np.float64(184.94), np.float64(556.38), np.float64(261.83)]"
935,"[np.float64(592.17), np.float64(174.17), np.float64(640.97), np.float64(220.34)]"
935,"[np.float64(365.26), np.float64(184.84), np.float64(443.01), np.float64(229.15)]"
935,"[np.float64(748.74), np.float64(169.25), np.float64(939.55), np.float64(259.6)]"
1313,"[np.float64(628.51), np.float64(182.54), np.float64(712.5), np.float64(242.39)]"
1313,"[np.float64(748.35), np.float64(161.41), np.float64(1078.23), np.float64(365.69)]"
3802,"[np.float64(728.76), np.float64(186.18), np.float64(963.03), np.float64(327.33)]"
5271,"[np.float64(148.07), np.float64(190.85), np.float64(243.88), np.float64(234.7)]"
2921,"[np.float64(782.65), np.float64(159.66), np.float64(1065.88), np.float64(343.01)]"
5690,"[np.float64(91.58), np.float64(189.09), np.float64(342.74), np.float64(277.39)]"
7446,"[np.float64(368.25), np.float64(181.02), np.float64(459.63), np.float64(255.88)]"
6779,"[np.float64(490.39), np.float64(180.61), np.float64(549.15), np.float64(225.71)]"
6779,"[np.float64(772.33), np.float64(183.93), np.float64(1052.89), np.float64(361.62)]"
4821,"[np.float64(713.47), np.float64(169.84), np.float64(783.98), np.float64(226.94)]"
6688,"[np.float64(320.32), np.float64(187.33), np.float64(458.18), np.float64(233.24)]"
2125,"[np.float64(563.99), np.float64(171.52), np.float64(616.95), np.float64(222.79)]"
4058,"[np.float64(126.47), np.float64(192.41), np.float64(365.16), np.float64(340.41)]"
6220,"[np.float64(569.39), np.float64(176.64), np.float64(635.68), np.float64(239.44)]"
6220,"[np.float64(72.53), np.float64(201.23), np.float64(198.13), np.float64(258.4)]"
3638,"[np.float64(266.06), np.float64(169.85), np.float64(382.57), np.float64(248.48)]"
3638,"[np.float64(384.99), np.float64(183.38), np.float64(454.14), np.float64(227.97)]"
6077,"[np.float64(897.34), np.float64(191.1), np.float64(1181.55), np.float64(294.03)]"
2102,"[np.float64(710.33), np.float64(183.11), np.float64(891.59), np.float64(294.89)]"
1686,"[np.float64(443.24), np.float64(183.5), np.float64(527.36), np.float64(245.93)]"
1686,"[np.float64(592.52), np.float64(177.51), np.float64(633.48), np.float64(218.31)]"
5157,"[np.float64(720.76), np.float64(183.99), np.float64(895.27), np.float64(307.23)]"
5157,"[np.float64(328.82), np.float64(182.05), np.float64(466.74), np.float64(273.32)]"
5157,"[np.float64(462.82), np.float64(183.38), np.float64(518.25), np.float64(226.24)]"
5157,"[np.float64(657.36), np.float64(175.13), np.float64(716.11), np.float64(222.95)]"
2815,"[np.float64(748.26), np.float64(150.35), np.float64(1071.41), np.float64(373.69)]"
3796,"[np.float64(217.6), np.float64(176.68), np.float64(344.35), np.float64(251.24)]"
7276,"[np.float64(597.34), np.float64(174.86), np.float64(664.73), np.float64(239.96)]"
1898,"[np.float64(377.81), np.float64(179.44), np.float64(435.75), np.float64(229.9)]"
1898,"[np.float64(593.41), np.float64(179.05), np.float64(698.68), np.float64(255.04)]"
867,"[np.float64(169.77), np.float64(190.68), np.float64(411.21), np.float64(340.19)]"
867,"[np.float64(671.3), np.float64(176.22), np.float64(746.37), np.float64(235.96)]"
2338,"[np.float64(818.23), np.float64(177.84), np.float64(1215.42), np.float64(374.0)]"
5104,"[np.float64(260.84), np.float64(198.64), np.float64(499.2), np.float64(333.23)]"
5104,"[np.float64(793.74), np.float64(183.68), np.float64(909.83), np.float64(264.27)]"
5104,"[np.float64(515.06), np.float64(184.66), np.float64(594.98), np.float64(240.65)]"
2635,"[np.float64(742.67), np.float64(169.75), np.float64(875.04), np.float64(264.11)]"
6616,"[np.float64(562.4), np.float64(175.74), np.float64(614.09), np.float64(225.77)]"
1475,"[np.float64(406.34), np.float64(179.01), np.float64(595.22), np.float64(293.96)]"
1575,"[np.float64(491.95), np.float64(187.1), np.float64(531.67), np.float64(228.79)]"
848,"[np.float64(0.0), np.float64(168.21), np.float64(274.15), np.float64(255.34)]"
4337,"[np.float64(315.87), np.float64(191.43), np.float64(487.14), np.float64(281.75)]"
3004,"[np.float64(767.66), np.float64(178.12), np.float64(1048.12), np.float64(374.0)]"
3004,"[np.float64(674.0), np.float64(183.84), np.float64(739.1), np.float64(235.67)]"
6755,"[np.float64(676.72), np.float64(181.86), np.float64(751.08), np.float64(240.21)]"
1326,"[np.float64(586.29), np.float64(177.01), np.float64(645.14), np.float64(233.91)]"
3346,"[np.float64(485.35), np.float64(176.15), np.float64(558.63), np.float64(233.86)]"
2319,"[np.float64(237.9), np.float64(186.47), np.float64(367.05), np.float64(252.27)]"
2770,"[np.float64(404.06), np.float64(182.31), np.float64(525.19), np.float64(270.5)]"
4700,"[np.float64(387.84), np.float64(196.38), np.float64(512.89), np.float64(289.06)]"
4700,"[np.float64(676.03), np.float64(187.11), np.float64(762.37), np.float64(252.63)]"
2153,"[np.float64(82.19), np.float64(210.23), np.float64(378.49), np.float64(374.0)]"
2153,"[np.float64(705.83), np.float64(183.06), np.float64(845.52), np.float64(284.31)]"
2153,"[np.float64(362.39), np.float64(186.35), np.float64(480.35), np.float64(267.92)]"
2153,"[np.float64(473.36), np.float64(185.75), np.float64(523.98), np.float64(226.21)]"
2153,"[np.float64(655.2), np.float64(177.47), np.float64(709.76), np.float64(222.02)]"
6051,"[np.float64(140.8), np.float64(168.62), np.float64(255.06), np.float64(252.36)]"
3960,"[np.float64(463.41), np.float64(179.19), np.float64(529.41), np.float64(231.84)]"
3960,"[np.float64(589.93), np.float64(176.15), np.float64(632.38), np.float64(218.43)]"
2438,"[np.float64(226.54), np.float64(202.85), np.float64(424.78), np.float64(343.37)]"
5906,"[np.float64(564.03), np.float64(167.07), np.float64(713.88), np.float64(232.3)]"
1458,"[np.float64(444.19), np.float64(171.59), np.float64(507.6), np.float64(234.55)]"
3013,"[np.float64(948.19), np.float64(167.11), np.float64(1241.0), np.float64(324.13)]"
1016,"[np.float64(559.05), np.float64(179.32), np.float64(629.55), np.float64(246.43)]"
1016,"[np.float64(688.91), np.float64(175.35), np.float64(774.34), np.float64(245.8)]"
